text,question,answer,answer_start
"Fort Wayne is a city in northeastern Indiana. The Foellinger-Freimann Botanical Conservatory has indoor tropical, desert and showcase gardens, plus outdoor areas. American painting and sculpture are the focus at Fort Wayne Museum of Art. The 1860 Cathedral of the Immaculate Conception has 19th-century stained glass. Animal habitats at Fort Wayne Children�s Zoo include an African savannah and an Indonesian rainforest.�","What is the city known for?
","The Foellinger-Freimann Botanical Conservatory has indoor tropical, desert and showcase gardens, plus outdoor areas. American painting and sculpture are the focus at Fort Wayne Museum of Art. The 1860 Cathedral of the Immaculate Conception has 19th-century stained glass. Animal habitats at Fort Wayne Children�s Zoo include an African savannah and an Indonesian rainforest",46
"Buffalo is the second-largest city in the U.S. state of New York and the seat of Erie County. It is at the eastern end of Lake Erie, at the head of the Niagara River, and is across the Canadian border from Southern Ontario.  With a population of 278,349 according to the 2020 census, Buffalo is the 78th-largest city in the United States.",Which state is the city in?,state of New York ,47
"Buffalo is the second-largest city in the U.S. state of New York and the seat of Erie County. It is at the eastern end of Lake Erie, at the head of the Niagara River, and is across the Canadian border from Southern Ontario.  With a population of 278,349 according to the 2020 census, Buffalo is the 78th-largest city in the United States.","Where is the city located?
","It is at the eastern end of Lake Erie, at the head of the Niagara River, and is across the Canadian border from Southern Ontario.",94
"Buffalo is the second-largest city in the U.S. state of New York and the seat of Erie County. It is at the eastern end of Lake Erie, at the head of the Niagara River, and is across the Canadian border from Southern Ontario.  With a population of 278,349 according to the 2020 census, Buffalo is the 78th-largest city in the United States.",What is the city?,Buffalo,0
"Buffalo is the second-largest city in the U.S. state of New York and the seat of Erie County. It is at the eastern end of Lake Erie, at the head of the Niagara River, and is across the Canadian border from Southern Ontario.  With a population of 278,349 according to the 2020 census, Buffalo is the 78th-largest city in the United States.","What is the city known for?
","With a population of 278,349 according to the 2020 census, Buffalo is the 78th-largest city in the United States.",225
"Irvine is a city in Orange County, California. To the east, Orange County Great Park features an antique carousel and a giant, anchored helium balloon. Visitors can ride the balloon up for aerial views. Trails wind past ancient sycamore trees in Bommer Canyon. The Pretend City Children�s Museum has a kid-size post office, cafe and farm. Impressionist art from around California is displayed at the Irvine Museum.�",Which state is the city in?,California,35
"Irvine is a city in Orange County, California. To the east, Orange County Great Park features an antique carousel and a giant, anchored helium balloon. Visitors can ride the balloon up for aerial views. Trails wind past ancient sycamore trees in Bommer Canyon. The Pretend City Children�s Museum has a kid-size post office, cafe and farm. Impressionist art from around California is displayed at the Irvine Museum.�","Where is the city located?
"," a city in Orange County, California.",9
"Irvine is a city in Orange County, California. To the east, Orange County Great Park features an antique carousel and a giant, anchored helium balloon. Visitors can ride the balloon up for aerial views. Trails wind past ancient sycamore trees in Bommer Canyon. The Pretend City Children�s Museum has a kid-size post office, cafe and farm. Impressionist art from around California is displayed at the Irvine Museum.�","What are some of the famous museums in Irvine?
","The Pretend City Children�s Museum has a kid-size post office, cafe and farm. Impressionist art from around California is displayed at the Irvine Museum",261
"Irvine is a city in Orange County, California. To the east, Orange County Great Park features an antique carousel and a giant, anchored helium balloon. Visitors can ride the balloon up for aerial views. Trails wind past ancient sycamore trees in Bommer Canyon. The Pretend City Children�s Museum has a kid-size post office, cafe and farm. Impressionist art from around California is displayed at the Irvine Museum.�",What is the city?,Irvine,0
"Irvine is a city in Orange County, California. To the east, Orange County Great Park features an antique carousel and a giant, anchored helium balloon. Visitors can ride the balloon up for aerial views. Trails wind past ancient sycamore trees in Bommer Canyon. The Pretend City Children�s Museum has a kid-size post office, cafe and farm. Impressionist art from around California is displayed at the Irvine Museum.�","What is the city known for?
",", Orange County Great Park features an antique carousel and a giant, anchored helium balloon. Visitors can ride the balloon up for aerial views. Trails wind past ancient sycamore trees in Bommer Canyon.",58
"Chandler is a city southeast of Phoenix, in Arizona. Its many parks include Desert Breeze Park, with vintage train rides on the Desert Breeze Railroad. Veterans Oasis Park has wetlands and a Sonoran Desert landscape, plus the Solar System Walk, a scale model of the planets. Tumbleweed Park features Playtopia, a playground with themed zones. The Arizona Railway Museum exhibits antique trains.",Which state is the city in?,Arizona,44
"Chandler is a city southeast of Phoenix, in Arizona. Its many parks include Desert Breeze Park, with vintage train rides on the Desert Breeze Railroad. Veterans Oasis Park has wetlands and a Sonoran Desert landscape, plus the Solar System Walk, a scale model of the planets. Tumbleweed Park features Playtopia, a playground with themed zones. The Arizona Railway Museum exhibits antique trains.","Where is the city located?
","Its many parks include Desert Breeze Park, with vintage train rides on the Desert Breeze Railroad. Veterans Oasis Park has wetlands and a Sonoran Desert landscape, plus the Solar System Walk, a scale model of the planets. Tumbleweed Park features Playtopia, a playground with themed zones. The Arizona Railway Museum exhibits antique trains.",53
"Chandler is a city southeast of Phoenix, in Arizona. Its many parks include Desert Breeze Park, with vintage train rides on the Desert Breeze Railroad. Veterans Oasis Park has wetlands and a Sonoran Desert landscape, plus the Solar System Walk, a scale model of the planets. Tumbleweed Park features Playtopia, a playground with themed zones. The Arizona Railway Museum exhibits antique trains.",What is the city?,Chandler ,0
"Chandler is a city southeast of Phoenix, in Arizona. Its many parks include Desert Breeze Park, with vintage train rides on the Desert Breeze Railroad. Veterans Oasis Park has wetlands and a Sonoran Desert landscape, plus the Solar System Walk, a scale model of the planets. Tumbleweed Park features Playtopia, a playground with themed zones. The Arizona Railway Museum exhibits antique trains.","What is the city known for?
","a city southeast of Phoenix,",12
"St. Petersburg is a city on Florida's gulf coast, part of the Tampa Bay area. It's known for its pleasant weather (hence its �Sunshine City� nickname), making it popular for golfing, boating, fishing and beachgoing. Its waterfront parks host the Dali Museum, featuring surrealist works of art; the Museum of Fine Arts, with works ranging from ancient to contemporary; and Mahaffey Theater, home of the Florida Orchestra.",Which state is the city in?,Florida's ,28
"St. Petersburg is a city on Florida's gulf coast, part of the Tampa Bay area. It's known for its pleasant weather (hence its �Sunshine City� nickname), making it popular for golfing, boating, fishing and beachgoing. Its waterfront parks host the Dali Museum, featuring surrealist works of art; the Museum of Fine Arts, with works ranging from ancient to contemporary; and Mahaffey Theater, home of the Florida Orchestra.","Where is the city located?
"," on Florida's gulf coast, part of the Tampa Bay area",24
"St. Petersburg is a city on Florida's gulf coast, part of the Tampa Bay area. It's known for its pleasant weather (hence its �Sunshine City� nickname), making it popular for golfing, boating, fishing and beachgoing. Its waterfront parks host the Dali Museum, featuring surrealist works of art; the Museum of Fine Arts, with works ranging from ancient to contemporary; and Mahaffey Theater, home of the Florida Orchestra.","What are some of the famous museums in St Petersburg?
","waterfront parks host the Dali Museum, featuring surrealist works of art; the Museum of Fine Arts, with works ranging from ancient to contemporary; and Mahaffey Theater, home of the Florida Orchestra.",220
"St. Petersburg is a city on Florida's gulf coast, part of the Tampa Bay area. It's known for its pleasant weather (hence its �Sunshine City� nickname), making it popular for golfing, boating, fishing and beachgoing. Its waterfront parks host the Dali Museum, featuring surrealist works of art; the Museum of Fine Arts, with works ranging from ancient to contemporary; and Mahaffey Theater, home of the Florida Orchestra.",What is the city?,St. Petersburg,0
"St. Petersburg is a city on Florida's gulf coast, part of the Tampa Bay area. It's known for its pleasant weather (hence its �Sunshine City� nickname), making it popular for golfing, boating, fishing and beachgoing. Its waterfront parks host the Dali Museum, featuring surrealist works of art; the Museum of Fine Arts, with works ranging from ancient to contemporary; and Mahaffey Theater, home of the Florida Orchestra.","What is the city known for?
"," It's known for its pleasant weather (hence its �Sunshine City� nickname), making it popular for golfing, boating, fishing and beachgoing.",77
"Durham is a city in North Carolina. It's part of the Research Triangle Region, known for its technology companies and scholarly institutions. On the Duke University campus are the neo-Gothic Duke Chapel and the Nasher Museum of Art, with work by contemporary artists like Christian Marclay and Ai Weiwei. The Museum of Life + Science has hands-on exhibits, a butterfly house and wildlife habitats for bears and lemurs.�",Which state is the city in?,North Carolina,20
"Durham is a city in North Carolina. It's part of the Research Triangle Region, known for its technology companies and scholarly institutions. On the Duke University campus are the neo-Gothic Duke Chapel and the Nasher Museum of Art, with work by contemporary artists like Christian Marclay and Ai Weiwei. The Museum of Life + Science has hands-on exhibits, a butterfly house and wildlife habitats for bears and lemurs.�","What are some of the museums of in Durham?
","The Museum of Life + Science has hands-on exhibits, a butterfly house and wildlife habitats for bears and lemurs",305
"Durham is a city in North Carolina. It's part of the Research Triangle Region, known for its technology companies and scholarly institutions. On the Duke University campus are the neo-Gothic Duke Chapel and the Nasher Museum of Art, with work by contemporary artists like Christian Marclay and Ai Weiwei. The Museum of Life + Science has hands-on exhibits, a butterfly house and wildlife habitats for bears and lemurs.�",What is the city?,Durham,0
"Durham is a city in North Carolina. It's part of the Research Triangle Region, known for its technology companies and scholarly institutions. On the Duke University campus are the neo-Gothic Duke Chapel and the Nasher Museum of Art, with work by contemporary artists like Christian Marclay and Ai Weiwei. The Museum of Life + Science has hands-on exhibits, a butterfly house and wildlife habitats for bears and lemurs.�","What is the city known for?
","It's part of the Research Triangle Region, known for its technology companies and scholarly institutions. On the Duke University campus are the neo-Gothic Duke Chapel and the Nasher Museum of Art, with work by contemporary artists like Christian Marclay and Ai Weiwei",36
"Madison, the capital city of Wisconsin, lies west of Milwaukee. It�s known for the domed Wisconsin State Capitol, which sits on an isthmus between lakes Mendota and Monona. The Wisconsin Historical Museum documents the state�s immigrant and farming history. The city's paved Capital City State Trail runs past Monona Terrace, a lakefront convention center designed by Frank Lloyd Wright.",Which state is the city in?,Wisconsin,29
"Madison, the capital city of Wisconsin, lies west of Milwaukee. It�s known for the domed Wisconsin State Capitol, which sits on an isthmus between lakes Mendota and Monona. The Wisconsin Historical Museum documents the state�s immigrant and farming history. The city's paved Capital City State Trail runs past Monona Terrace, a lakefront convention center designed by Frank Lloyd Wright.","Where is the city located?
",lies west of Milwaukee,40
"Madison, the capital city of Wisconsin, lies west of Milwaukee. It�s known for the domed Wisconsin State Capitol, which sits on an isthmus between lakes Mendota and Monona. The Wisconsin Historical Museum documents the state�s immigrant and farming history. The city's paved Capital City State Trail runs past Monona Terrace, a lakefront convention center designed by Frank Lloyd Wright.","What are some of the famous museums in Madison?
",The Wisconsin Historical Museum documents the state�s immigrant and farming history. ,173
"Madison, the capital city of Wisconsin, lies west of Milwaukee. It�s known for the domed Wisconsin State Capitol, which sits on an isthmus between lakes Mendota and Monona. The Wisconsin Historical Museum documents the state�s immigrant and farming history. The city's paved Capital City State Trail runs past Monona Terrace, a lakefront convention center designed by Frank Lloyd Wright.",What is the city?,Madison,0
"Madison, the capital city of Wisconsin, lies west of Milwaukee. It�s known for the domed Wisconsin State Capitol, which sits on an isthmus between lakes Mendota and Monona. The Wisconsin Historical Museum documents the state�s immigrant and farming history. The city's paved Capital City State Trail runs past Monona Terrace, a lakefront convention center designed by Frank Lloyd Wright.","What is the city known for?
","It�s known for the domed Wisconsin State Capitol, which sits on an isthmus between lakes Mendota and Monona",64
"Norfolk is a waterfront city in southeastern Virginia. It�s home to Naval Station Norfolk, a massive naval base on Chesapeake Bay. Nauticus is a maritime museum that features the Battleship Wisconsin, a huge WWII warship. The Chrysler Museum of Art showcases a vast collection of glass art, plus European and American paintings and sculpture. The riverside Virginia Zoo is home to bears, birds, lions and farm animals.",Which state is the city in?,Virginia.,45
"Norfolk is a waterfront city in southeastern Virginia. It�s home to Naval Station Norfolk, a massive naval base on Chesapeake Bay. Nauticus is a maritime museum that features the Battleship Wisconsin, a huge WWII warship. The Chrysler Museum of Art showcases a vast collection of glass art, plus European and American paintings and sculpture. The riverside Virginia Zoo is home to bears, birds, lions and farm animals.","Where is the city located?
",a waterfront city in southeastern Virginia,11
"Norfolk is a waterfront city in southeastern Virginia. It�s home to Naval Station Norfolk, a massive naval base on Chesapeake Bay. Nauticus is a maritime museum that features the Battleship Wisconsin, a huge WWII warship. The Chrysler Museum of Art showcases a vast collection of glass art, plus European and American paintings and sculpture. The riverside Virginia Zoo is home to bears, birds, lions and farm animals.","What are some of the famous museums in Norfolk?
","The Chrysler Museum of Art showcases a vast collection of glass art, plus European and American paintings and sculpture",222
"Norfolk is a waterfront city in southeastern Virginia. It�s home to Naval Station Norfolk, a massive naval base on Chesapeake Bay. Nauticus is a maritime museum that features the Battleship Wisconsin, a huge WWII warship. The Chrysler Museum of Art showcases a vast collection of glass art, plus European and American paintings and sculpture. The riverside Virginia Zoo is home to bears, birds, lions and farm animals.",What is the city?,Norfolk,0
"Norfolk is a waterfront city in southeastern Virginia. It�s home to Naval Station Norfolk, a massive naval base on Chesapeake Bay. Nauticus is a maritime museum that features the Battleship Wisconsin, a huge WWII warship. The Chrysler Museum of Art showcases a vast collection of glass art, plus European and American paintings and sculpture. The riverside Virginia Zoo is home to bears, birds, lions and farm animals.","What is the city known for?
","It�s home to Naval Station Norfolk, a massive naval base on Chesapeake Bay. Nauticus is a maritime museum that features the Battleship Wisconsin, a huge WWII warship",55
"Lubbock is a city in northwest Texas known as the birthplace of rock �n� roll legend Buddy Holly. The Buddy Holly Center celebrates his life and music with artifacts and mementos. Nearby is the West Texas Walk of Fame, with a statue of Holly and plaques honoring musicians from the region. The Museum of Texas Tech University houses millions of objects of art, history and paleontology, plus the Moody Planetarium.�",What are some of the famous attractions in Lubbock?,"The Buddy Holly Center celebrates his life and music with artifacts and mementos. Nearby is the West Texas Walk of Fame, with a statue of Holly and plaques honoring musicians from the region. The Museum of Texas Tech University houses millions of objects of art, history and paleontology, plus the Moody Planetarium",98
"Lubbock is a city in northwest Texas known as the birthplace of rock �n� roll legend Buddy Holly. The Buddy Holly Center celebrates his life and music with artifacts and mementos. Nearby is the West Texas Walk of Fame, with a statue of Holly and plaques honoring musicians from the region. The Museum of Texas Tech University houses millions of objects of art, history and paleontology, plus the Moody Planetarium.�",Which state is the city in?,Texas,31
"Lubbock is a city in northwest Texas known as the birthplace of rock �n� roll legend Buddy Holly. The Buddy Holly Center celebrates his life and music with artifacts and mementos. Nearby is the West Texas Walk of Fame, with a statue of Holly and plaques honoring musicians from the region. The Museum of Texas Tech University houses millions of objects of art, history and paleontology, plus the Moody Planetarium.�","Where is the city located?
",northwest Texas,21
"Lubbock is a city in northwest Texas known as the birthplace of rock �n� roll legend Buddy Holly. The Buddy Holly Center celebrates his life and music with artifacts and mementos. Nearby is the West Texas Walk of Fame, with a statue of Holly and plaques honoring musicians from the region. The Museum of Texas Tech University houses millions of objects of art, history and paleontology, plus the Moody Planetarium.�",What is the city?,Lubbock,0
"Lubbock is a city in northwest Texas known as the birthplace of rock �n� roll legend Buddy Holly. The Buddy Holly Center celebrates his life and music with artifacts and mementos. Nearby is the West Texas Walk of Fame, with a statue of Holly and plaques honoring musicians from the region. The Museum of Texas Tech University houses millions of objects of art, history and paleontology, plus the Moody Planetarium.�","What is the city known for?
",known as the birthplace of rock �n� roll legend Buddy Holly,37
"Hialeah is a city in Miami-Dade County, Florida. With a population of 223,109 as of the 2020 census, Hialeah is the sixth-largest city in Florida. It is the second largest city by population in the Miami metropolitan area, which was home to an estimated 6,198,782 people at the 2018 census.",Which state is the city in?,Florida,40
"Hialeah is a city in Miami-Dade County, Florida. With a population of 223,109 as of the 2020 census, Hialeah is the sixth-largest city in Florida. It is the second largest city by population in the Miami metropolitan area, which was home to an estimated 6,198,782 people at the 2018 census.","Where is the city located?
","Miami-Dade County, Florida.",21
"Hialeah is a city in Miami-Dade County, Florida. With a population of 223,109 as of the 2020 census, Hialeah is the sixth-largest city in Florida. It is the second largest city by population in the Miami metropolitan area, which was home to an estimated 6,198,782 people at the 2018 census.",What is the city?,Hialeah ,0
"Hialeah is a city in Miami-Dade County, Florida. With a population of 223,109 as of the 2020 census, Hialeah is the sixth-largest city in Florida. It is the second largest city by population in the Miami metropolitan area, which was home to an estimated 6,198,782 people at the 2018 census.","What is the city known for?
","With a population of 223,109 as of the 2020 census, Hialeah is the sixth-largest city in Florida. It is the second largest city by population in the Miami metropolitan area, which was home to an estimated 6,198,782 people at the 2018 census",49
"Winston-Salem is a city and the county seat of Forsyth County, North Carolina, United States. In 2020, the population was 249,545, making it the second-largest municipality in the Piedmont Triad region,� the 5th most populous city in North Carolina, the third-largest urban area in North Carolina, and the 90th most populous city in the United States. Winston-Salem is home to the tallest office building in the region, 100 North Main Street, formerly known as the Wachovia Building and now known locally as the Wells Fargo Center.",Which state is the city in?,North Carolina,63
"Winston-Salem is a city and the county seat of Forsyth County, North Carolina, United States. In 2020, the population was 249,545, making it the second-largest municipality in the Piedmont Triad region,� the 5th most populous city in North Carolina, the third-largest urban area in North Carolina, and the 90th most populous city in the United States. Winston-Salem is home to the tallest office building in the region, 100 North Main Street, formerly known as the Wachovia Building and now known locally as the Wells Fargo Center.","Where is the city located?
","Forsyth County, North Carolina",47
"Winston-Salem is a city and the county seat of Forsyth County, North Carolina, United States. In 2020, the population was 249,545, making it the second-largest municipality in the Piedmont Triad region,� the 5th most populous city in North Carolina, the third-largest urban area in North Carolina, and the 90th most populous city in the United States. Winston-Salem is home to the tallest office building in the region, 100 North Main Street, formerly known as the Wachovia Building and now known locally as the Wells Fargo Center.",What is the city?,Winston-Salem,0
"Winston-Salem is a city and the county seat of Forsyth County, North Carolina, United States. In 2020, the population was 249,545, making it the second-largest municipality in the Piedmont Triad region,� the 5th most populous city in North Carolina, the third-largest urban area in North Carolina, and the 90th most populous city in the United States. Winston-Salem is home to the tallest office building in the region, 100 North Main Street, formerly known as the Wachovia Building and now known locally as the Wells Fargo Center.","What is the city known for?
","Winston-Salem is home to the tallest office building in the region, 100 North Main Street, formerly known as the Wachovia Building and now known locally as the Wells Fargo Center",352
"Glendale is a city in Maricopa County, Arizona, United States, located approximately 9 miles northwest of Downtown Phoenix. As of the 2020 census, it had a population of 248,325. As of the census of 2010, there were 226,710 people, 79,114 households, and 54,721 families residing in the city. The population density was 3,929.5 inhabitants per square mile",Which state is the city in?,"Arizona,",39
"Glendale is a city in Maricopa County, Arizona, United States, located approximately 9 miles northwest of Downtown Phoenix. As of the 2020 census, it had a population of 248,325. As of the census of 2010, there were 226,710 people, 79,114 households, and 54,721 families residing in the city. The population density was 3,929.5 inhabitants per square mile","Where is the city located?
", located approximately 9 miles northwest of Downtown Phoenix,62
"Glendale is a city in Maricopa County, Arizona, United States, located approximately 9 miles northwest of Downtown Phoenix. As of the 2020 census, it had a population of 248,325. As of the census of 2010, there were 226,710 people, 79,114 households, and 54,721 families residing in the city. The population density was 3,929.5 inhabitants per square mile",What is the city?,Glendale,0
"Glendale is a city in Maricopa County, Arizona, United States, located approximately 9 miles northwest of Downtown Phoenix. As of the 2020 census, it had a population of 248,325. As of the census of 2010, there were 226,710 people, 79,114 households, and 54,721 families residing in the city. The population density was 3,929.5 inhabitants per square mile","What is the city known for?
","As of the 2020 census, it had a population of 248,325. As of the census of 2010, there were 226,710 people, 79,114 households, and 54,721 families residing in the city. The population density was 3,929.5 inhabitants per square mile",124
"Reno is a city in the northwest section of the U.S. state of Nevada, along the Nevada-California border, about 22 miles north from Lake Tahoe, known as ""The Biggest Little City in the World"".�Known for its casino and tourism industry, Reno is the county seat and largest city of Washoe County and sits in the High Eastern Sierra foothills, in the Truckee River valley, on the eastern side of the Sierra Nevada.",Which state is the city in?,Nevada,61
"Reno is a city in the northwest section of the U.S. state of Nevada, along the Nevada-California border, about 22 miles north from Lake Tahoe, known as ""The Biggest Little City in the World"".�Known for its casino and tourism industry, Reno is the county seat and largest city of Washoe County and sits in the High Eastern Sierra foothills, in the Truckee River valley, on the eastern side of the Sierra Nevada.","Where is the city located?
","northwest section of the U.S. state of Nevada, along the Nevada-California border, about 22 miles north from Lake Tahoe, known as ""The Biggest Little City in the World""",22
"Reno is a city in the northwest section of the U.S. state of Nevada, along the Nevada-California border, about 22 miles north from Lake Tahoe, known as ""The Biggest Little City in the World"".�Known for its casino and tourism industry, Reno is the county seat and largest city of Washoe County and sits in the High Eastern Sierra foothills, in the Truckee River valley, on the eastern side of the Sierra Nevada.",What is the city?,Reno ,0
"Reno is a city in the northwest section of the U.S. state of Nevada, along the Nevada-California border, about 22 miles north from Lake Tahoe, known as ""The Biggest Little City in the World"".�Known for its casino and tourism industry, Reno is the county seat and largest city of Washoe County and sits in the High Eastern Sierra foothills, in the Truckee River valley, on the eastern side of the Sierra Nevada.","What is the city known for?
",Known for its casino and tourism industry,192
"Chesapeake is an independent city in the Commonwealth of Virginia. As of the 2020 census, the population was 249,422, it is the second-most populous independent city in Virginia, tenth-largest in the Mid-Atlantic, and the 90th most populous city in the United States.�",Which state is the city in?,Virginia,57
"Chesapeake is an independent city in the Commonwealth of Virginia. As of the 2020 census, the population was 249,422, it is the second-most populous independent city in Virginia, tenth-largest in the Mid-Atlantic, and the 90th most populous city in the United States.�","Where is the city located?
", in the Commonwealth of Virginia,33
"Chesapeake is an independent city in the Commonwealth of Virginia. As of the 2020 census, the population was 249,422, it is the second-most populous independent city in Virginia, tenth-largest in the Mid-Atlantic, and the 90th most populous city in the United States.�",What is the city?,Chesapeake,0
"Chesapeake is an independent city in the Commonwealth of Virginia. As of the 2020 census, the population was 249,422, it is the second-most populous independent city in Virginia, tenth-largest in the Mid-Atlantic, and the 90th most populous city in the United States.�","What is the city known for?
","As of the 2020 census, the population was 249,422, it is the second-most populous independent city in Virginia, tenth-largest in the Mid-Atlantic, and the 90th most populous city in the United States.",67
"Garland is a city in the U.S. state of Texas. It is located northeast of Dallas and is a part of the Dallas�Fort Worth metroplex. It is located within Dallas County except for small portions located in Collin and Rockwall Counties. At the 2010 census, the city had a population of 226,876.",Which state is the city in?,Texas,39
"Garland is a city in the U.S. state of Texas. It is located northeast of Dallas and is a part of the Dallas�Fort Worth metroplex. It is located within Dallas County except for small portions located in Collin and Rockwall Counties. At the 2010 census, the city had a population of 226,876.","Where is the city located?
",It is located within Dallas County except for small portions located in Collin and Rockwall Counties.,130
"Garland is a city in the U.S. state of Texas. It is located northeast of Dallas and is a part of the Dallas�Fort Worth metroplex. It is located within Dallas County except for small portions located in Collin and Rockwall Counties. At the 2010 census, the city had a population of 226,876.",What is the city?,Garland ,0
"Garland is a city in the U.S. state of Texas. It is located northeast of Dallas and is a part of the Dallas�Fort Worth metroplex. It is located within Dallas County except for small portions located in Collin and Rockwall Counties. At the 2010 census, the city had a population of 226,876.","What is the city known for?
"," At the 2010 census, the city had a population of 226,876.",231
"Richmond, the capital of Virginia, is among America�s oldest major cities. Patrick Henry, a U.S. Founding Father, famously declared �Give me liberty or give me death� at its St. John's Church in 1775, leading to the Revolutionary War. The White House of the Confederacy, home of Confederate President Jefferson Davis during the Civil War, is now a museum in Court End, a neighborhood known for Federal-style mansions.",Which state is the city in?,"Virginia,",25
"Richmond, the capital of Virginia, is among America�s oldest major cities. Patrick Henry, a U.S. Founding Father, famously declared �Give me liberty or give me death� at its St. John's Church in 1775, leading to the Revolutionary War. The White House of the Confederacy, home of Confederate President Jefferson Davis during the Civil War, is now a museum in Court End, a neighborhood known for Federal-style mansions.",What is the city?,"Richmond,",0
"Richmond, the capital of Virginia, is among America�s oldest major cities. Patrick Henry, a U.S. Founding Father, famously declared �Give me liberty or give me death� at its St. John's Church in 1775, leading to the Revolutionary War. The White House of the Confederacy, home of Confederate President Jefferson Davis during the Civil War, is now a museum in Court End, a neighborhood known for Federal-style mansions.","What is the city known for?
","Patrick Henry, a U.S. Founding Father, famously declared �Give me liberty or give me death� at its St. John's Church in 1775, leading to the Revolutionary War. The White House of the Confederacy, home of Confederate President Jefferson Davis during the Civil War, is now a museum in Court End, a neighborhood known for Federal-style mansions",75
"Irving is a Texas city just northwest of Dallas. The Irving Arts Center offers changing art exhibitions, outdoor installations, theater productions and concerts. Dominating the center of Williams Square is Robert Glen's �Mustangs of Las Colinas,"" a bronze sculpture of 9 wild horses galloping through water. The faithfully restored Ruth Paine House Museum explores the 1963 assassination of President John F. Kennedy.�",Which state is the city in?,Texas,12
"Irving is a Texas city just northwest of Dallas. The Irving Arts Center offers changing art exhibitions, outdoor installations, theater productions and concerts. Dominating the center of Williams Square is Robert Glen's �Mustangs of Las Colinas,"" a bronze sculpture of 9 wild horses galloping through water. The faithfully restored Ruth Paine House Museum explores the 1963 assassination of President John F. Kennedy.�","Where is the city located?
",northwest of Dallas,28
"Irving is a Texas city just northwest of Dallas. The Irving Arts Center offers changing art exhibitions, outdoor installations, theater productions and concerts. Dominating the center of Williams Square is Robert Glen's �Mustangs of Las Colinas,"" a bronze sculpture of 9 wild horses galloping through water. The faithfully restored Ruth Paine House Museum explores the 1963 assassination of President John F. Kennedy.�",What is the city?,Irving ,0
"Irving is a Texas city just northwest of Dallas. The Irving Arts Center offers changing art exhibitions, outdoor installations, theater productions and concerts. Dominating the center of Williams Square is Robert Glen's �Mustangs of Las Colinas,"" a bronze sculpture of 9 wild horses galloping through water. The faithfully restored Ruth Paine House Museum explores the 1963 assassination of President John F. Kennedy.�","What is the city known for?
"," The Irving Arts Center offers changing art exhibitions, outdoor installations, theater productions and concerts. Dominating the center of Williams Square is Robert Glen's �Mustangs of Las Colinas,"" a bronze sculpture of 9 wild horses galloping through water. The faithfully restored Ruth Paine House Museum explores the 1963 assassination of President John F. Kennedy.",48
"North Las Vegas is a suburban city in Clark County, Nevada, United States, in the Las Vegas Valley. As of the 2010 census it had a population of 216,961, with an estimated population of 251,974 in 2019. The city was incorporated on May 1, 1946. It is the fourth largest city in the state of Nevada.",Which state is the city in?,Nevada,52
"North Las Vegas is a suburban city in Clark County, Nevada, United States, in the Las Vegas Valley. As of the 2010 census it had a population of 216,961, with an estimated population of 251,974 in 2019. The city was incorporated on May 1, 1946. It is the fourth largest city in the state of Nevada.","Where is the city located?
","a suburban city in Clark County, Nevada",19
"North Las Vegas is a suburban city in Clark County, Nevada, United States, in the Las Vegas Valley. As of the 2010 census it had a population of 216,961, with an estimated population of 251,974 in 2019. The city was incorporated on May 1, 1946. It is the fourth largest city in the state of Nevada.",What is the city?,North Las Vegas,0
"North Las Vegas is a suburban city in Clark County, Nevada, United States, in the Las Vegas Valley. As of the 2010 census it had a population of 216,961, with an estimated population of 251,974 in 2019. The city was incorporated on May 1, 1946. It is the fourth largest city in the state of Nevada.","What is the city known for?
","As of the 2010 census it had a population of 216,961, with an estimated population of 251,974 in 2019. The city was incorporated on May 1, 1946. It is the fourth largest city in the state of Nevada",100
"Scottsdale is a desert city in Arizona east of state capital Phoenix. It's known for its spa resorts and golf courses, including TPC Scottsdale. Farther north, trails wind through McDowell Sonoran Preserve, a desertscape of hills, rock formations and cacti. Nearby is Taliesin West, architect Frank Lloyd Wright�s former home and studio. Downtown's Old Town Scottsdale has 1920s buildings and 19th-century olive trees.",Which state is the city in?,Arizona,31
"Scottsdale is a desert city in Arizona east of state capital Phoenix. It's known for its spa resorts and golf courses, including TPC Scottsdale. Farther north, trails wind through McDowell Sonoran Preserve, a desertscape of hills, rock formations and cacti. Nearby is Taliesin West, architect Frank Lloyd Wright�s former home and studio. Downtown's Old Town Scottsdale has 1920s buildings and 19th-century olive trees.","Where is the city located?
",east of state capital Phoenix.,39
"Scottsdale is a desert city in Arizona east of state capital Phoenix. It's known for its spa resorts and golf courses, including TPC Scottsdale. Farther north, trails wind through McDowell Sonoran Preserve, a desertscape of hills, rock formations and cacti. Nearby is Taliesin West, architect Frank Lloyd Wright�s former home and studio. Downtown's Old Town Scottsdale has 1920s buildings and 19th-century olive trees.",What is the city?,Scottsdale,0
"Scottsdale is a desert city in Arizona east of state capital Phoenix. It's known for its spa resorts and golf courses, including TPC Scottsdale. Farther north, trails wind through McDowell Sonoran Preserve, a desertscape of hills, rock formations and cacti. Nearby is Taliesin West, architect Frank Lloyd Wright�s former home and studio. Downtown's Old Town Scottsdale has 1920s buildings and 19th-century olive trees.","What is the city known for?
","It's known for its spa resorts and golf courses, including TPC Scottsdale.",70
